Species,Colony,depth,Site,File,DATE,TIME,PAR,Depth(m),T(C),Battery_V,Dark_Fo,Fm,Fv,Fv/Fm,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,GAIN,Light_Fo,Fm.1,Fv.1,Fv/Fm.1,Sigma.1,p.1,Alp1.1,Tau1.1,Alp2.1,Tau2.1,Alp3.1,Tau3.1,Alp4.1,Tau4.1,TauAv1.1,TauAv2.1,Pmax.e.s
Porites astreoides ,74,10--40,CC,20230709.130,09/07/2023,38352,158.6,0.8,28.8,15.45,244.1,381.7,137.5,0.36,573.9,0.31,0.61,469,0.22,2048,0.17,-102648,-------,-------,886,18262,200,406.7,461.3,54.5,0.118,430.4,0.15,0.343,740,0.582,19858,0.075,19933,--------,-------,12764,13300,78.3
Porites astreoides ,74,10--40,CC,20230709.131,09/07/2023,38364,162.8,0.8,28.8,15.45,272.6,444,171.4,0.386,575.4,0.34,0.61,460,0.22,1832,0.16,-78584,-------,-------,826,13384,200,479.1,549.3,70.2,0.128,429.3,0.13,0.35,729,0.56,20325,0.09,20435,--------,-------,12783,13473,78.2
Porites astreoides ,26,10--40,CC,20230709.132,09/07/2023,38406,154.9,0.8,28.9,15.42,277.9,452.8,174.9,0.386,584.6,0.33,0.59,494,0.24,1859,0.17,-73173,-------,-------,885,13179,0,503.3,576.2,72.9,0.127,426.4,0.13,0.317,619,0.601,19504,0.081,19657,--------,-------,12982,13525,77
Porites astreoides ,26,10--40,CC,20230709.133,09/07/2023,38416,197.7,0.8,28.9,15.43,181,296.6,115.6,0.39,513.3,0.26,0.62,408,0.2,1921,0.18,-88582,-------,-------,782,16243,300,308.9,354.2,45.2,0.128,412.8,0,0.346,647,0.573,19611,0.081,22521,--------,-------,12466,13282,80.2
Porites astreoides ,26,10--40,CC,20230709.134,09/07/2023,38425,172,0.8,28.9,15.43,274,448.8,174.9,0.39,551.1,0.26,0.63,421,0.22,2084,0.15,-91409,-------,-------,850,14826,200,420.1,493.1,73,0.148,384,0.04,0.351,639,0.592,21762,0.056,21899,--------,-------,13897,14349,72
Porites astreoides ,26,10--40,CC,20230709.135,09/07/2023,38438,166.6,0.8,28.9,15.42,269,439.3,170.3,0.388,569.7,0.3,0.63,464,0.21,2038,0.16,-83030,-------,-------,851,13895,200,322.6,370.2,47.6,0.128,417.9,0.02,0.345,656,0.076,19800,0.579,19809,--------,-------,12666,13210,79
Porites astreoides ,26,10--40,CC,20230709.136,09/07/2023,38447,194.2,0.8,28.9,15.42,200.3,329.2,128.9,0.392,524.5,0.3,0.61,410,0.23,1966,0.17,-100188,-------,-------,830,17256,300,365.3,420.9,55.6,0.132,418.5,0,0.346,666,0.562,18752,0.091,18935,--------,-------,11858,12505,84.3
Porites astreoides ,71,10--40,CC,20230709.137,09/07/2023,38478,211.7,0.8,29,15.41,171.6,290.3,118.7,0.409,493.8,0.3,0.66,429,0.19,2311,0.15,-107957,-------,-------,847,17096,400,322.9,375.2,52.3,0.139,391.4,0.04,0.385,673,0.534,18070,0.081,18096,--------,-------,10785,11381,92.7
Porites astreoides ,71,10--40,CC,20230709.138,09/07/2023,38492,170.6,0.8,29,15.4,286.7,465.4,178.7,0.384,573.2,0.32,0.59,482,0.24,1833,0.17,-88146,-------,-------,876,15377,0,529.9,606.9,77,0.127,430.5,0.1,0.35,597,0.556,18958,0.094,19026,--------,-------,11862,12537,84.3
Porites astreoides ,71,10--40,CC,20230709.139,09/07/2023,38504,147.2,0.8,29,15.42,356.2,590.7,234.5,0.397,605.9,0.34,0.63,467,0.22,1846,0.15,-67509,-------,-------,831,10808,0,650.6,751.9,101.3,0.135,441.5,0.14,0.352,672,0.56,19885,0.088,19978,--------,-------,12463,13124,80.2
Porites astreoides ,71,10--40,CC,20230709.140,09/07/2023,38517,136.2,0.8,29.1,15.41,331.6,542,210.5,0.388,613,0.32,0.59,434,0.26,1911,0.15,-78635,-------,-------,882,12780,0,593.5,680.7,87.2,0.128,449.5,0.11,0.329,648,0.591,19809,0.08,19841,--------,-------,12956,13509,77.2
Porites astreoides ,71,10--40,CC,20230709.141,09/07/2023,38528,165.8,0.8,29.1,15.4,346.1,563.4,217.3,0.386,623.7,0.33,0.6,441,0.25,1720,0.16,-70877,-------,-------,816,11716,0,621.7,710.9,89.1,0.125,469.6,0.14,0.302,637,0.617,19886,0.081,20174,--------,-------,13564,14099,73.7
Porites astreoides ,94,40--40,CC,20230709.142,09/07/2023,38603,216.1,0.8,29.2,15.39,216.5,391,174.4,0.446,468.2,0.28,0.64,398,0.2,1631,0.16,-103262,-------,-------,687,17044,300,431.4,501.9,70.6,0.141,395,0.06,0.363,631,0.571,20586,0.066,20693,--------,-------,12828,13346,78
Porites astreoides ,94,40--40,CC,20230709.143,09/07/2023,38623,227.8,0.8,29.2,15.39,202.7,358.8,156.1,0.435,459.1,0.3,0.63,385,0.21,1698,0.16,-112029,-------,-------,709,18387,300,404.8,470.5,65.7,0.14,405.8,0.05,0.35,630,0.601,20677,0.049,20767,--------,-------,13304,13668,75.2
Porites astreoides ,94,40--40,CC,20230709.144,09/07/2023,38632,266,0.8,29.2,15.39,145.6,253.5,107.9,0.426,436.3,0.27,0.67,382,0.18,2041,0.16,-122699,-------,-------,727,20041,500,282.3,327.4,45.2,0.138,391.4,0,0.356,631,0.583,19273,0.062,19316,--------,-------,12210,12647,81.9
Porites astreoides ,94,40--40,CC,20230709.145,09/07/2023,38640,186.2,0.8,29.2,15.38,176,300.5,124.5,0.414,471.5,0.3,0.58,399,0.24,2183,0.19,-92326,-------,-------,917,18193,400,341.6,389.5,47.8,0.123,432,0.03,0.299,680,0.076,20140,0.626,20154,--------,-------,13861,14337,72.1
Porites astreoides ,94,40--40,CC,20230709.146,09/07/2023,38649,230.8,0.8,29.3,15.38,180.2,323.8,143.7,0.444,456.7,0.27,0.65,364,0.2,1858,0.15,-118189,-------,-------,712,18735,400,360.7,418.3,57.6,0.138,394.8,0.04,0.344,604,0.08,20148,0.575,20152,--------,-------,12834,13423,77.9
Porites astreoides ,91,40--40,CC,20230709.147,09/07/2023,38668,230.2,0.8,29.3,15.38,278.5,502.6,224.1,0.446,564.8,0.32,0.6,364,0.26,1715,0.15,-74889,-------,-------,769,11528,0,551.3,653.6,102.4,0.157,416.5,0.07,0.327,554,0.579,20824,0.093,20827,--------,-------,13506,14188,74
Porites astreoides ,91,40--40,CC,20230709.148,09/07/2023,38677,273,0.8,29.3,15.38,245.5,444.6,199.1,0.448,527.9,0.32,0.66,386,0.2,1964,0.14,-80766,-------,-------,760,12014,200,467.9,555.2,87.4,0.157,419.4,0.11,0.35,564,0.564,20618,0.085,20685,--------,-------,12936,13597,77.3
Porites astreoides ,91,40--40,CC,20230709.149,09/07/2023,38686,284.9,0.8,29.3,15.37,254.5,469.7,215.2,0.458,541.7,0.32,0.66,384,0.2,1908,0.14,-73537,-------,-------,733,10919,200,464.4,549.7,85.3,0.155,407.5,0.1,0.34,577,0.596,21325,0.064,21439,--------,-------,13790,14281,72.5
Porites astreoides ,91,40--40,CC,20230709.150,09/07/2023,38696,281.1,0.8,29.3,15.36,272.1,501.2,229.1,0.457,546.3,0.33,0.65,380,0.21,1948,0.14,-67078,-------,-------,758,9917,0,526,621.3,95.3,0.153,418.6,0.1,0.315,585,0.616,20770,0.069,20924,--------,-------,13940,14425,71.7
Porites astreoides ,91,40--40,CC,20230709.151,09/07/2023,38705,279.3,0.8,29.4,15.36,303.5,568.4,264.8,0.466,543.5,0.31,0.67,368,0.2,1988,0.13,-71949,-------,-------,743,10188,0,585.1,690.9,105.8,0.153,408,0.12,0.331,577,0.606,21066,0.063,21152,--------,-------,13822,14284,72.3
Porites astreoides ,84,40--40,CC,20230709.152,09/07/2023,38730,359.1,0.8,29.4,15.36,126.1,237.7,111.7,0.47,434,0.25,0.69,354,0.16,2268,0.15,-89895,-------,-------,721,13672,500,270.6,322,51.4,0.16,370.5,0,0.355,572,0.569,19991,0.076,20116,--------,-------,12537,13114,79.8
Porites astreoides ,84,40--40,CC,20230709.153,09/07/2023,38739,388.7,0.8,29.4,15.35,122.9,232.5,109.6,0.472,407.4,0.24,0.69,366,0.16,2358,0.15,-94257,-------,-------,739,14477,500,248,291.7,43.7,0.15,371.1,0.09,0.336,581,0.615,20673,0.049,20911,--------,-------,13582,13940,73.6
Porites astreoides ,84,40--40,CC,20230709.154,09/07/2023,38748,409,0.8,29.4,15.36,113.9,216,102,0.473,407.8,0.23,0.67,329,0.18,1872,0.14,-85460,-------,-------,656,12948,600,232.3,274.8,42.5,0.155,370,0.02,0.355,540,0.59,20033,0.055,20045,--------,-------,12706,13109,78.7
Porites astreoides ,84,40--40,CC,20230709.155,09/07/2023,38758,410.9,0.8,29.5,15.35,104.6,196.6,92.1,0.468,408.6,0.24,0.73,363,0.13,3265,0.14,-112716,-------,-------,799,16142,600,216,254.2,38.2,0.15,366.5,0.01,0.339,574,0.61,20440,0.051,20524,--------,-------,13338,13701,75
Porites astreoides ,84,40--40,CC,20230709.156,09/07/2023,38767,381.2,0.8,29.5,15.35,155,296.2,141.2,0.477,447.3,0.29,0.68,335,0.19,1950,0.13,-86505,-------,-------,685,12123,400,324.5,382.2,57.7,0.151,388.4,0.08,0.319,541,0.625,20582,0.056,20664,--------,-------,13812,14197,72.4
Porites astreoides ,83,40--40,CC,20230709.157,09/07/2023,38778,311.6,0.8,29.5,15.35,148.9,246.9,98,0.397,506.4,0.31,0.63,420,0.18,2950,0.19,-88307,-------,-------,980,17382,500,276.9,316.5,39.6,0.125,454.5,0.16,0.311,621,0.596,20796,0.093,20876,--------,-------,13884,14537,72
Porites astreoides ,83,40--40,CC,20230709.158,09/07/2023,38787,382,0.8,29.5,15.35,128.4,216.4,88,0.407,459.1,0.25,0.65,396,0.16,2628,0.19,-83818,-------,-------,842,16243,500,230.9,265.2,34.4,0.13,434.4,0.04,0.336,636,0.584,20131,0.08,20148,--------,-------,13019,13592,76.8
Porites astreoides ,83,40--40,CC,20230709.159,09/07/2023,38795,291.8,0.8,29.6,15.33,160.8,278.5,117.7,0.423,527.8,0.31,0.64,367,0.2,2040,0.16,-76585,-------,-------,768,13024,400,304.3,352.1,47.8,0.136,450.1,0.15,0.302,587,0.62,21770,0.078,21891,--------,-------,14838,15389,67.4
Porites astreoides ,83,40--40,CC,20230709.160,09/07/2023,38804,337.8,0.8,29.6,15.34,152.5,257.4,104.8,0.407,498.2,0.32,0.66,424,0.17,2559,0.17,-85050,-------,-------,860,15108,400,203.7,242.8,39.1,0.161,359.7,0.1,0.375,629,0.577,19676,0.048,19894,--------,-------,12172,12543,82.2
Porites astreoides ,83,40--40,CC,20230709.161,09/07/2023,38813,352.6,0.8,29.6,15.34,127.7,221.5,93.7,0.423,465.4,0.3,0.69,417,0.15,3578,0.16,-110709,-------,-------,985,18837,500,254.9,294,39.1,0.133,420.4,0.11,0.322,563,0.607,21172,0.071,21225,--------,-------,14036,14549,71.2
Porites astreoides ,81,40--40,CC,20230709.162,09/07/2023,38822,343.2,0.8,29.6,15.34,161.8,293.6,131.9,0.449,529,0.29,0.68,357,0.2,2159,0.13,-75451,-------,-------,764,10249,400,309.2,362.2,53,0.146,414.2,0.12,0.325,571,0.597,19670,0.079,19803,--------,-------,12942,13481,77.3
Porites astreoides ,81,40--40,CC,20230709.163,09/07/2023,38832,373,0.8,29.6,15.33,162.1,301.6,139.5,0.462,496.2,0.29,0.7,392,0.17,2483,0.13,-82606,-------,-------,791,11609,400,319,374.8,55.8,0.149,400.4,0.13,0.328,574,0.6,19527,0.072,19649,--------,-------,12833,13324,77.9
Porites astreoides ,81,40--40,CC,20230709.164,09/07/2023,38843,378.8,0.8,29.6,15.34,154.5,286.9,132.4,0.461,478.7,0.27,0.71,411,0.16,3005,0.13,-83021,-------,-------,881,11543,400,318.3,373.2,54.8,0.147,414.8,0.09,0.322,550,0.606,19155,0.072,19317,--------,-------,12702,13175,78.7
Porites astreoides ,81,40--40,CC,20230709.165,09/07/2023,38852,449.1,0.8,29.6,15.33,114.6,206.6,92,0.445,439,0.27,0.7,362,0.16,2554,0.14,-84812,-------,-------,757,12574,600,210.6,247.9,37.3,0.15,377.9,0.04,0.35,566,0.589,18534,0.061,18662,--------,-------,11839,12253,84.5
Porites astreoides ,81,40--40,CC,20230709.166,09/07/2023,38861,403.3,0.8,29.6,15.34,159.2,295.3,136.1,0.461,497.2,0.27,0.68,358,0.19,2089,0.13,-77880,-------,-------,741,10953,400,314.6,370,55.3,0.15,398.7,0.02,0.336,528,0.6,18676,0.064,18677,--------,-------,12165,12584,82.2
Porites astreoides ,90,40--40,CC,20230709.167,09/07/2023,38936,282.3,0.8,29.8,15.31,159.9,295.3,135.4,0.458,513.9,0.28,0.63,415,0.23,2438,0.14,-96558,-------,-------,958,14592,400,363,410.8,47.9,0.116,460.6,0.23,0.267,667,0.647,19490,0.086,19572,--------,-------,13989,14472,71.5
Porites astreoides ,90,40--40,CC,20230709.168,09/07/2023,38944,283.2,0.7,29.8,15.32,207.6,353.5,145.9,0.413,516.7,0.3,0.63,406,0.23,2078,0.15,-86834,-------,-------,847,13458,300,409.2,466.2,57,0.122,444.2,0.18,0.289,650,0.625,20193,0.086,20280,--------,-------,14018,14555,71.3
Porites astreoides ,90,40--40,CC,20230709.169,09/07/2023,38956,307.7,0.8,29.8,15.32,148.6,272,123.3,0.454,446.8,0.28,0.67,410,0.2,2500,0.13,-105176,-------,-------,901,14513,400,313.6,362.3,48.6,0.134,436.3,0.17,0.297,643,0.616,19826,0.087,20024,--------,-------,13596,14155,73.6
Porites astreoides ,90,40--40,CC,20230709.170,09/07/2023,38966,283,0.8,29.8,15.31,206.7,365.1,158.4,0.434,517,0.3,0.62,412,0.24,1901,0.14,-89072,-------,-------,820,13159,300,409.9,473.7,63.8,0.135,448,0.11,0.309,624,0.608,19841,0.083,19930,--------,-------,13371,13917,74.8
Porites astreoides ,90,40--40,CC,20230709.171,09/07/2023,38975,346.2,0.7,29.8,15.3,149.3,271.8,122.5,0.451,456.1,0.3,0.69,431,0.17,2869,0.14,-119306,-------,-------,913,16914,400,292.2,338.7,46.5,0.137,426.2,0.16,0.315,659,0.635,20406,0.049,20542,--------,-------,13853,14183,72.2
Porites astreoides ,80,40--40,CC,20230709.172,09/07/2023,38985,441.8,0.7,29.8,15.3,113.4,214.3,100.9,0.471,436.1,0.27,0.7,319,0.18,2322,0.12,-95350,-------,-------,726,12479,600,223.7,264.6,40.9,0.155,380.1,0.07,0.348,526,0.064,18719,0.588,18727,--------,-------,11955,12385,83.6
Porites astreoides ,80,40--40,CC,20230709.173,09/07/2023,38996,462.2,0.8,29.9,15.29,97.9,184,86.1,0.468,432.7,0.27,0.69,344,0.18,2461,0.13,-93872,-------,-------,787,12862,600,185.7,219.8,34.2,0.155,366.4,0.05,0.349,523,0.591,18374,0.06,18435,--------,-------,11748,12149,85.1
Porites astreoides ,80,40--40,CC,20230709.174,09/07/2023,39005,341.1,0.8,29.9,15.29,129.1,216.8,87.7,0.405,492.9,0.26,0.64,377,0.19,2258,0.17,-87781,-------,-------,816,15289,500,251.6,285,33.5,0.117,443.3,0.19,0.311,610,0.616,18376,0.073,18476,--------,-------,12418,12863,80.5
Porites astreoides ,80,40--40,CC,20230709.175,09/07/2023,39015,499.8,0.7,29.9,15.29,95,180.7,85.7,0.474,413,0.27,0.69,335,0.17,2411,0.13,-99526,-------,-------,747,13910,600,189.7,224.4,34.7,0.155,355.2,0.01,0.361,548,0.59,18859,0.049,18896,--------,-------,11906,12250,84
Porites astreoides ,80,40--40,CC,20230709.176,09/07/2023,39025,399.6,0.7,29.9,15.29,138.1,261.9,123.8,0.473,480,0.28,0.67,349,0.2,2156,0.13,-77210,-------,-------,761,11079,500,264.9,310.7,45.8,0.147,410.3,0.11,0.311,568,0.613,19599,0.076,19678,--------,-------,13193,13683,75.8
Porites astreoides ,29,10--40,CC,20230709.177,09/07/2023,39073,279.7,0.7,30,15.29,184.6,307.9,123.2,0.4,516.6,0.29,0.63,398,0.21,2136,0.16,-83215,-------,-------,838,14107,300,369,411.1,42,0.102,440,0.09,0.249,577,0.667,20088,0.084,20171,--------,-------,14783,15236,67.6
Porites astreoides ,29,10--40,CC,20230709.178,09/07/2023,39084,173.4,0.7,30,15.28,276.5,455.3,178.8,0.393,577.6,0.31,0.63,421,0.23,1857,0.15,-64617,-------,-------,803,10193,200,498.9,570.2,71.4,0.125,439.3,0.11,0.33,646,0.591,20317,0.079,20317,--------,-------,13262,13819,75.4
Porites astreoides ,29,10--40,CC,20230709.179,09/07/2023,39097,143,0.7,30,15.27,325.6,540,214.3,0.397,601.4,0.33,0.6,446,0.25,1884,0.16,-55219,-------,-------,867,9296,0,587,674,87.1,0.129,437,0.16,0.317,558,0.616,21452,0.067,21591,--------,-------,14348,14833,69.7
Porites astreoides ,29,10--40,CC,20230709.180,09/07/2023,39108,175.4,0.7,30,15.28,264,435.7,171.7,0.394,572.1,0.33,0.66,470,0.19,2572,0.15,-76888,-------,-------,949,12333,200,478.4,552.3,73.9,0.134,414,0.18,0.346,619,0.586,20552,0.068,20867,--------,-------,13155,13682,76
Porites astreoides ,29,10--40,CC,20230709.181,09/07/2023,39120,175.2,0.7,30,15.27,276.3,459,182.7,0.398,572.6,0.32,0.65,432,0.21,2257,0.14,-67078,-------,-------,875,10309,0,500.7,572.5,71.8,0.125,418.7,0.21,0.303,564,0.634,21162,0.062,21312,--------,-------,14504,14929,68.9
Porites astreoides ,70,10--40,CC,20230709.182,09/07/2023,39130,170.1,0.7,30,15.26,337.1,593.9,256.9,0.432,550.1,0.28,0.61,420,0.26,2002,0.12,-71951,-------,-------,893,9628,0,658.7,764.8,106.2,0.139,411.8,0.15,0.325,652,0.598,19620,0.077,19814,--------,-------,12944,13474,77.3
Porites astreoides ,70,10--40,CC,20230709.183,09/07/2023,39140,168.4,0.7,30,15.27,343.6,600.3,256.6,0.428,541.1,0.27,0.61,408,0.26,1855,0.12,-74272,-------,-------,843,9967,0,626.8,729.6,102.8,0.141,405.5,0.16,0.341,677,0.587,19713,0.072,19819,--------,-------,12722,13234,78.6
Porites astreoides ,70,10--40,CC,20230709.184,09/07/2023,39149,194.9,0.8,30.1,15.25,314.9,565,250.1,0.443,535.7,0.28,0.63,397,0.26,1998,0.11,-79346,-------,-------,866,9883,0,599.2,700.8,101.5,0.145,401.5,0.12,0.33,684,0.616,19270,0.054,19497,--------,-------,12785,13146,78.2
Porites astreoides ,70,10--40,CC,20230709.185,09/07/2023,39161,194,0.7,30,15.27,325.1,583,257.9,0.442,544.8,0.26,0.61,392,0.27,1857,0.12,-75425,-------,-------,843,9644,0,619.4,721,101.5,0.141,421.9,0.12,0.32,650,0.606,18810,0.073,18917,--------,-------,12533,13002,79.8
Porites astreoides ,70,10--40,CC,20230709.186,09/07/2023,39173,244.1,0.8,30.1,15.26,333,597.5,264.5,0.443,528.3,0.28,0.64,414,0.25,2088,0.11,-81765,-------,-------,877,9997,0,655.6,755.3,99.7,0.132,431.8,0.06,0.302,620,0.625,18325,0.073,18452,--------,-------,12554,12983,79.7
Porites astreoides ,70,10--40,CC,20230709.187,09/07/2023,39227,401.1,0.7,30.1,15.24,115.3,214.4,99.1,0.462,457.4,0.26,0.69,354,0.17,2525,0.14,-124510,-------,-------,780,18692,500,237.8,276.9,39.1,0.141,405.9,0.01,0.347,511,0.07,21190,0.584,21198,--------,-------,13488,14026,74.1
Porites astreoides ,73,10--40,CC,20230709.188,09/07/2023,39236,408.7,0.8,30.2,15.25,148.9,269,120.1,0.446,460.4,0.26,0.67,355,0.18,1986,0.14,-88294,-------,-------,702,13386,400,300.2,343.5,43.3,0.126,438.6,0.05,0.322,518,0.087,20026,0.591,20039,--------,-------,13156,13753,76
Porites astreoides ,73,10--40,CC,20230709.189,09/07/2023,39244,308.1,0.7,30.2,15.24,171.6,314.7,143.1,0.455,449.7,0.26,0.67,380,0.21,2283,0.12,-108313,-------,-------,836,13967,400,334.3,386.7,52.4,0.136,383.3,0.08,0.346,629,0.574,17637,0.08,17671,--------,-------,11245,11760,88.9
Porites astreoides ,73,10--40,CC,20230709.190,09/07/2023,39253,373.9,0.7,30.2,15.24,128.9,223,94.1,0.422,408.5,0.24,0.66,360,0.19,2123,0.15,-105646,-------,-------,750,16473,500,243.9,278,34,0.122,388.5,0.02,0.384,621,0.543,19017,0.073,19052,--------,-------,11395,11952,87.8
Porites astreoides ,73,10--40,CC,20230709.191,09/07/2023,39266,377.4,0.7,30.1,15.24,152.3,276.8,124.5,0.45,464.5,0.3,0.68,382,0.17,2279,0.15,-87008,-------,-------,756,13697,400,313.2,363.2,50,0.138,438.8,0,0.331,553,0.58,20059,0.088,24525,--------,-------,12966,13988,77.1
Porites astreoides ,72,10--40,CC,20230709.192,09/07/2023,39275,253.6,0.7,30.2,15.23,221.3,398.3,177.1,0.445,546.5,0.32,0.65,376,0.21,2227,0.14,-82364,-------,-------,836,11944,200,429.3,500.6,71.3,0.142,413.3,0.08,0.326,572,0.615,17337,0.059,17598,--------,-------,11522,11881,86.8
Porites astreoides ,72,10--40,CC,20230709.193,09/07/2023,39288,273.9,0.7,30.2,15.23,188.8,329.5,140.7,0.427,506.7,0.31,0.67,394,0.19,2356,0.14,-93402,-------,-------,834,13580,400,361.8,418.7,56.9,0.136,408.4,0.12,0.327,566,0.602,18315,0.071,18436,--------,-------,12063,12515,82.9
Porites astreoides ,72,10--40,CC,20230709.194,09/07/2023,39296,279,0.7,30.2,15.23,196.4,347.2,150.8,0.434,502.1,0.32,0.68,403,0.18,2673,0.14,-80992,-------,-------,873,12070,300,373.2,433.8,60.6,0.14,397.1,0.17,0.327,612,0.608,18179,0.065,18435,--------,-------,12039,12456,83.1
Porites astreoides ,72,10--40,CC,20230709.195,09/07/2023,39306,268.8,0.7,30.2,15.23,198.8,348.8,150,0.43,500,0.31,0.65,332,0.22,2203,0.13,-98430,-------,-------,796,13680,300,412.9,477.4,64.6,0.135,423.7,0.07,0.337,667,0.578,17430,0.085,17538,--------,-------,11251,11787,88.9
Porites astreoides ,72,10--40,CC,20230709.196,09/07/2023,39315,263.9,0.7,30.2,15.22,201.5,355.9,154.4,0.434,502.1,0.32,0.65,366,0.21,2295,0.14,-88794,-------,-------,836,12880,300,404.7,471.2,66.5,0.141,412.5,0.15,0.318,593,0.608,18183,0.074,18623,--------,-------,12142,12624,82.4
Porites astreoides ,25,10--40,CC,20230709.197,09/07/2023,39359,410.5,0.7,30.3,15.21,154.8,283.1,128.3,0.453,443.9,0.28,0.68,423,0.19,2399,0.13,-115434,-------,-------,853,15904,400,294.1,339.5,45.4,0.134,382.8,0,0.34,593,0.594,17242,0.066,17565,--------,-------,11186,11609,89.4
Porites astreoides ,25,10--40,CC,20230709.198,09/07/2023,39371,382.9,0.7,30.3,15.22,127.9,231.3,103.4,0.447,447.2,0.26,0.66,373,0.21,2215,0.13,-106993,-------,-------,809,14909,500,257.8,297.9,40.2,0.135,410.2,0,0.334,600,0.574,17913,0.092,18075,--------,-------,11546,12144,86.6
Porites astreoides ,25,10--40,CC,20230709.199,09/07/2023,39380,341.2,0.7,30.3,15.22,165.7,302.6,136.9,0.452,466.2,0.28,0.67,364,0.2,2102,0.13,-96833,-------,-------,773,13106,400,330.3,383.9,53.6,0.14,401.4,0,0.334,603,0.586,17671,0.08,17802,--------,-------,11474,11983,87.2
Porites astreoides ,25,10--40,CC,20230709.200,09/07/2023,39389,367.1,0.7,30.3,15.22,124.7,226.2,101.5,0.449,433.9,0.25,0.63,323,0.24,1818,0.13,-101279,-------,-------,732,13471,600,262.1,304,41.8,0.138,409.5,0,0.323,608,0.566,17515,0.111,17650,--------,-------,11376,12075,87.9
Porites astreoides ,25,10--40,CC,20230709.201,09/07/2023,39398,400.5,0.7,30.3,15.2,154.6,286.9,132.3,0.461,474.8,0.25,0.64,369,0.22,2117,0.14,-99660,-------,-------,811,14347,400,330.1,373.4,43.2,0.116,473.8,0,0.272,646,0.632,17950,0.096,20600,--------,-------,12744,13501,78.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porites astreoides ,30,40--40,MF,20230707.001,07/07/2023,36525,499.4,1.4,29.8,15.45,140.9,230.7,89.8,0.389,409.5,0.26,0.6,332,0.21,1513,0.19,131690,--------,-------,641,26070,400,272.1,311.4,39.3,0.126,449.5,0,0.27,680,0.633,18434,0.097,28654,--------,-------,13117,14623,76.2
Porites astreoides ,30,40--40,MF,20230707.002,07/07/2023,36535,472,1.4,29.7,15.46,109.3,176.4,67.1,0.38,398.9,0.22,0.69,387,0.12,2572,0.19,139379,--------,-------,700,27585,700,211.3,241.5,30.2,0.125,450.5,0,0.313,587,0.583,18887,0.104,22131,--------,-------,12493,13499,80
Porites astreoides ,30,40--40,MF,20230707.003,07/07/2023,36544,582.2,1.4,29.7,15.45,85.8,138.1,52.3,0.379,363.1,0.21,0.68,360,0.13,2688,0.19,196096,--------,-------,732,37442,800,143.8,164.8,21,0.127,399.9,0,0.307,659,0.626,19734,0.067,19767,--------,-------,13461,13883,74.3
Porites astreoides ,30,40--40,MF,20230707.004,07/07/2023,36555,518.8,1.4,29.8,15.43,87,140.4,53.4,0.381,366.8,0.21,0.67,374,0.14,2095,0.2,152510,--------,-------,668,30571,800,168.5,192,23.5,0.122,437.8,0,0.315,592,0.591,19604,0.094,19640,--------,-------,12990,13617,77
Porites astreoides ,30,40--40,MF,20230707.005,07/07/2023,36565,585.6,1.4,29.8,15.43,78.6,125,46.5,0.372,359.5,0.22,0.69,377,0.11,3032,0.2,166543,--------,-------,757,33920,900,144.7,165.1,20.4,0.124,436.2,0,0.311,653,0.585,19544,0.104,19628,--------,-------,12985,13677,77
Porites astreoides ,27,40--40,MF,20230707.006,07/07/2023,36577,682.9,1.4,29.8,15.44,77.1,128.3,51.2,0.399,324.8,0.24,0.69,336,0.13,2095,0.19,144265,--------,-------,609,27725,900,142.1,163.7,21.6,0.132,388.1,0,0.324,644,0.611,18261,0.065,18301,--------,-------,12149,12550,82.3
Porites astreoides ,27,40--40,MF,20230707.007,07/07/2023,36588,646.9,1.4,29.8,15.43,88,147.4,59.4,0.403,356.1,0.21,0.67,370,0.14,2042,0.19,156135,--------,-------,654,30968,800,157.2,181.6,24.4,0.134,377.1,0,0.337,654,0.608,18835,0.055,18901,--------,-------,12346,12709,81
Porites astreoides ,27,40--40,MF,20230707.008,07/07/2023,36601,548.2,1.5,29.8,15.42,107.1,181.9,74.8,0.411,399.1,0.25,0.65,343,0.16,1648,0.19,125543,--------,-------,597,24273,700,194.9,226.3,31.3,0.138,401.6,0,0.341,634,0.55,17966,0.108,18118,--------,-------,11329,12065,88.3
Porites astreoides ,27,40--40,MF,20230707.009,07/07/2023,36615,637.1,1.5,29.8,15.42,79.7,133,53.3,0.4,335.4,0.25,0.68,350,0.13,2068,0.19,152030,--------,-------,623,29649,900,148.6,172.8,24.1,0.14,390.5,0,0.351,615,0.57,18644,0.079,18711,--------,-------,11777,12324,84.9
Porites astreoides ,27,40--40,MF,20230707.010,07/07/2023,36647,605.2,1.4,29.8,15.41,113.2,187.2,74,0.395,374.1,0.24,0.65,351,0.16,1767,0.19,122130,--------,-------,624,23746,700,203,234.3,31.3,0.134,413.4,0,0.344,578,0.578,18642,0.079,18779,--------,-------,11904,12444,84
Porites astreoides ,50,40--10,MF,20230707.011,07/07/2023,36769,409.8,1.4,29.8,15.38,200.5,331.3,130.8,0.395,423.2,0.3,0.66,384,0.14,2064,0.2,124351,--------,-------,669,25776,400,415.2,474.2,59,0.124,501.5,0.05,0.306,575,0.573,18952,0.121,18953,--------,-------,12563,13337,79.6
