"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Expression"
"Pastreoides48723",167.641902162249,-7.91802867343446,1.33566148586765,-5.9281702416469,3.06328828755355e-09,4.08706349692355e-07,"Downregulated"
"Pastreoides52204",50.4008269254638,-5.8184892036594,0.982114987862834,-5.92444802855614,3.13348086757494e-09,4.16012033803016e-07,"Downregulated"
"Pastreoides47682",83.8595487817959,-6.22997849353775,1.05341703001713,-5.91406661940564,3.33762786666044e-09,4.40943179580223e-07,"Downregulated"
"Pastreoides63249",126.271878634667,-6.11769971609773,1.03536182364119,-5.90875535142178,3.44702175922429e-09,4.5097419142162e-07,"Downregulated"
"Pastreoides34065",66.0683482843463,-9.73548579598749,1.64741700304161,-5.9095455358376,3.43052841431063e-09,4.5097419142162e-07,"Downregulated"
"Pastreoides49779",240.951414617843,-7.59735189080488,1.28816364497716,-5.89781579415678,3.68344848005576e-09,4.77872554507619e-07,"Downregulated"
"Pastreoides17005",8.49157689546196,-18.0540447728223,3.06124852981931,-5.89760831143231,3.68808175346313e-09,4.77872554507619e-07,"Downregulated"
"Pastreoides51012",52.7806257488415,-8.16580717243426,1.3853274748237,-5.89449593748472,3.75826843328363e-09,4.83473408560531e-07,"Downregulated"
"Pastreoides30970",44.0327058005797,-9.28387060066822,1.57532098106744,-5.89331997240174,3.78512445572602e-09,4.83473408560531e-07,"Downregulated"
"Pastreoides10423",75.7248246101546,-8.29877464895751,1.40802823126377,-5.89389790963847,3.77190259234994e-09,4.83473408560531e-07,"Downregulated"
"Pastreoides33175",60.2545182496311,-8.66490628365605,1.47098358024456,-5.89055268870877,3.84906122424665e-09,4.89320986106941e-07,"Downregulated"
"Pastreoides32245",52.4150614403766,-8.11424082430243,1.37876987214163,-5.88513064308453,3.97739688073301e-09,5.03262081373875e-07,"Downregulated"
"Pastreoides33511",9.96780476806293,-23.2729706339604,3.95692444615396,-5.88158074551592,4.06366617825979e-09,5.11775080234952e-07,"Downregulated"
"Pastreoides56282",108.27030476753,-8.71079625932126,1.48166603854063,-5.87905508578773,4.12615054051595e-09,5.17227363802072e-07,"Downregulated"
"Pastreoides57819",41.3701612315678,-8.67810550951916,1.47649156604704,-5.87751783286696,4.16463863445335e-09,5.19635073320149e-07,"Downregulated"
"Pastreoides48711",61.5368169671238,-6.35152769230722,1.08228334079094,-5.86863666187957,4.39393143564051e-09,5.45718184893767e-07,"Downregulated"
"Pastreoides08247",136.091578896244,-7.5654276374749,1.28973080843511,-5.86589665688018,4.46711974199957e-09,5.52263046635919e-07,"Downregulated"
"Pastreoides28792",118.889795871586,-8.60582694578235,1.47050669253533,-5.85228682702889,4.84859499834625e-09,5.96687140641232e-07,"Downregulated"
"Pastreoides33005",64.6191831811528,-7.48626437738347,1.28004835556288,-5.84842310436896,4.9625495475523e-09,6.07934876618555e-07,"Downregulated"
"Pastreoides59071",8.85336171567322,-20.8145729989134,3.56147915134114,-5.84436188292027,5.08513746544e-09,6.20133664393998e-07,"Downregulated"
"Pastreoides27153",82.231017518622,-8.68003281383958,1.48560548732052,-5.8427576418657,5.13436895605923e-09,6.23317016823209e-07,"Downregulated"
