slice,38_SS.1,90_DD.1,96_DS.1,70_SD.1,86_DS.1,95_DS.1,25_SD.1,83_DD.1,94_DD.1,39_SS.1,35_SS.1,40_SD,63_SS,63b_SS,48_SD,30_DD,27_DD,27b_DD,61_SS,50_DS,29_DD,52_DS,52b_DS,46_SD,46b_SD,65_SS,65b_SS,54_DS,54b_DS
,,,,215.695,145.332,,197.377,,,176.266,,205.011,184.553,,183.147,,177.69,162.369,192.41,158.806,206.919,172.228,,,,,,173.816,
,,,,217.343,144.949,,197.287,,,176.562,,204.32,181.119,,183.779,,177.501,162.499,193.341,159.282,207.343,173.335,,,,,,172.67,
,,,,218.368,142.202,,197.198,,,176.504,,203.922,,,185.239,,176.706,162.628,194.11,160.194,206.556,173.236,,,,,,167.527,
,,,,218.723,137.531,,197.417,,,176.417,,204.074,,,186.782,,171.103,163.398,194.472,162.173,201.128,167.743,,,,,,164.451,
,,,,218.162,,,198.033,,,177.173,,204.965,,,188.339,,167.779,164.083,193.989,164.355,197.637,164.621,,,,,,,
,,,,216.521,,,199.131,,,178.25,,206.845,,,189.475,,,164.388,192.642,166.308,,,,,,,,,
,,,,213.302,,,200.56,,,180.023,,209.069,,,190.058,,,163.261,188.049,167.157,,,,,,,,,
,,,,209.252,,,202.02,,,181.812,,211.07,,,189.851,,,158.153,185.013,165.729,,,,,,,,,
,,,,,,,203.171,,,183.42,,212.27,,,189.072,,,156.04,,157.637,,,,,,,,,
,,,,,,,203.887,,,184.265,,212.778,,,184.283,,,,,153.686,,,,,,,,,
,,,,,,,203.537,,,184.211,,212.544,,,181.548,,,,,,,,,,,,,,
,,,,,,,202.436,,,183.177,,211.065,,,,,,,,,,,,,,,,,
,,,,,,,199.941,,,180.377,,206.318,,,,,,,,,,,,,,,,,
,,,,,,,196.421,,,175.523,,202.827,,,,,,,,,,,,,,,,,
